"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.901,0,0.1406116072,0.0005736015,2.27
"deconvolveR",1,0.672,1.0711821283,0.0040237578,5.98
"NoisyVar",0.939,0,0.3039006491,0.0002416471,2.79
