"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.908,0,0.0139620126,1.98088e-05,4.03
"deconvolveR",0.898,0,0.0141243581,1.95486e-05,7.7
"NoisyVar",0.8005,0,0.0110708481,6.884e-06,10.06
