"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9485,0,0.0096295878,9.1471e-06,16.59
"deconvolveR",0.954,0,0.0099633926,8.2023e-06,19.89
"NoisyVar",0.872,0,0.007587003,5.0586e-06,26.73
