"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.87,0,0.0130339256,4.25104e-05,2.43
"deconvolveR",0.906,0,0.0151543353,5.33618e-05,5.83
"NoisyVar",0.801,0,0.0110977774,6.884e-06,9.91
