"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.6645,0,0.0878249712,0.0007203047,2.29
"deconvolveR",0.936,0.01,0.3744517206,0.0043119172,6.86
"NoisyVar",0.8305,0,0.1438337548,0.0001184592,2.17
