"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.6715,0,0.0029486551,2.4146e-05,3.45
"deconvolveR",0.899,0,0.0082932681,0.0001026609,10.95
"NoisyVar",0.8805,0,0.0041595898,2.7221e-06,85.8
