"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.8985,0,0.0081406166,5.0499e-06,25.73
"deconvolveR",0.9995,0,0.0175520264,2.11962e-05,29.16
"NoisyVar",0.8015,0,0.0065626843,4.0654e-06,26.76
