"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.8765,0,0.0408405052,0.0001333827,2.19
"deconvolveR",0.9925,0,0.0884272033,0.0003325555,5.7
"NoisyVar",0.8335,0,0.0419193101,2.70319e-05,3.07
