"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8125,0,0.0033391924,9.008e-06,7.71
"deconvolveR",0.772,0,0.0033716606,1.05693e-05,11.21
"NoisyVar",0.6935,0,0.0027529127,1.651e-06,85.8
