"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.668,0,0.0055199701,4.48091e-05,2.85
"deconvolveR",0.9,0,0.0153084527,0.0001936107,9.15
"NoisyVar",0.871,0,0.0075871235,5.0446e-06,27.16
