"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.949,0,0.0050929658,9.9111e-06,12.94
"deconvolveR",0.9535,0,0.0055627357,1.49514e-05,16.38
"NoisyVar",0.886,0,0.0041938237,2.7686e-06,85.8
