"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.801,0,0.105411251,0.0003015482,2.59
"deconvolveR",1,0.039,0.706280389,0.0021901128,6.87
"NoisyVar",0.7615,0,0.1991285362,0.0001523829,2.31
