"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9515,0,0.0962241724,9.56657e-05,31.33
"deconvolveR",1,0,0.1709327048,0.0002536535,34.86
"NoisyVar",0.882,0,0.0780787333,5.53831e-05,2.68
