"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.89,0,0.0042189338,1.09407e-05,7.55
"deconvolveR",0.9115,0,0.0046402204,1.11881e-05,10.92
"NoisyVar",0.8065,0,0.0034958087,2.1225e-06,85.2
