"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.6715,0,0.0029486551,2.4146e-05,3.19
"deconvolveR",0.902,0,0.0082791024,0.0001025086,9.74
"NoisyVar",0.8805,0,0.0041597651,2.7093e-06,85.8
