"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.812,0,0.0034127317,6.8161e-06,12.99
"deconvolveR",0.778,0,0.003334781,6.9086e-06,16.47
"NoisyVar",0.6995,0,0.0027339442,1.6634e-06,85.8
