"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9465,0,0.0294759634,5.90204e-05,2.65
"deconvolveR",1,0,0.0953877453,0.0002269732,6.41
"NoisyVar",0.91,0,0.0302574151,2.12088e-05,4.19
