"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.863,0,0.1285737975,0.0004360416,2.5
"deconvolveR",0.9625,0,0.2014658011,0.0007854531,6.89
"NoisyVar",0.819,0,0.1195395597,9.04906e-05,2.31
