"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8265,0,0.0053527597,3.27988e-05,2.61
"deconvolveR",0.801,0,0.0073225365,4.75745e-05,6.1
"NoisyVar",0.69,0,0.0050127334,3.2187e-06,26.99
