"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8095,0,0.0031608855,1.42536e-05,4.38
"deconvolveR",0.787,0,0.0035411183,1.51131e-05,8.97
"NoisyVar",0.6985,0,0.0027278111,1.6888e-06,85.8
