"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.954,0,0.0052844067,5.0273e-06,56.02
"deconvolveR",0.9595,0,0.0054601783,4.5893e-06,59.09
"NoisyVar",0.88,0,0.0041599098,2.745e-06,84.6
