"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.6715,0,0.0029486551,2.4146e-05,3.54
"deconvolveR",0.9055,0,0.0082811087,0.0001034971,8.79
"NoisyVar",0.8815,0,0.0041679985,2.7153e-06,85.8
