"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.9045,0,0.0251122806,4.84687e-05,2.62
"deconvolveR",0.992,0,0.0423720034,0.0001048594,6.27
"NoisyVar",0.826,0,0.0216058179,1.38979e-05,4.32
