"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8155,0,0.0032597131,1.11068e-05,5.73
"deconvolveR",0.7825,0,0.0034559927,1.31756e-05,9.1
"NoisyVar",0.6985,0,0.0027520394,1.6721e-06,85.8
