"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.948,0,0.0052055528,7.533e-06,24.16
"deconvolveR",0.954,0,0.0054571858,9.014e-06,27.56
"NoisyVar",0.882,0,0.0041661729,2.7119e-06,85.2
