"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8105,0,0.0341917208,6.72535e-05,2.5
"deconvolveR",0.7895,0,0.0338833655,8.52449e-05,6.19
"NoisyVar",0.6965,0,0.0274959523,1.72077e-05,3.22
