"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8075,0,0.0335857185,9.51395e-05,2.31
"deconvolveR",0.837,0,0.0394318145,0.0001331489,5.91
"NoisyVar",0.694,0,0.0281907455,1.73092e-05,3.04
