"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9555,0,0.0053149147,3.5583e-06,117.58
"deconvolveR",0.9575,0,0.0054190467,2.9744e-06,120.75
"NoisyVar",0.883,0,0.0041594354,2.7089e-06,85.8
