"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.809,0,0.0187755649,6.778e-05,2.35
"deconvolveR",0.7765,0,0.0197341577,7.02562e-05,5.9
"NoisyVar",0.6995,0,0.0157831761,9.9209e-06,4.25
