"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.8985,0,0.1388222866,0.0002050374,2.75
"deconvolveR",0.998,0,0.3039702043,0.0005749615,7.15
"NoisyVar",0.82,0,0.1195467264,8.97361e-05,2.41
