"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.913,0,0.0044484907,3.9596e-06,55.59
"deconvolveR",0.944,0,0.005125346,8.2134e-06,58.77
"NoisyVar",0.8135,0,0.0035251804,2.1892e-06,84.6
