"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.9115,0,0.0257165354,1.60941e-05,20.11
"deconvolveR",0.9865,0,0.0376947677,4.84859e-05,23.82
"NoisyVar",0.8155,0,0.0204219899,1.28495e-05,4.34
