"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8125,0,0.0033391924,9.008e-06,7.65
"deconvolveR",0.7845,0,0.0033735667,9.0073e-06,11.13
"NoisyVar",0.6945,0,0.0027335111,1.6475e-06,85.8
