"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.8945,0,0.1364163767,0.0002754323,2.6
"deconvolveR",1,1,2.2930755078,0.0053592021,7.05
"NoisyVar",0.881,0.037,0.4747167519,0.0003217371,2.32
