"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.95,0,0.1658358146,0.0001788251,29.51
"deconvolveR",1,1,4.7414731559,0.0065491955,33.94
"NoisyVar",0.944,0.075,0.5645307194,0.0004078416,2.57
