"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8005,0,0.0063338661,5.6174e-06,16.92
"deconvolveR",0.7855,0,0.0061299991,6.6973e-06,20.32
"NoisyVar",0.69,0,0.0049836586,3.2328e-06,26.65
