"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.944,0,0.051236883,0.0001029744,2.53
"deconvolveR",1,0,0.1442079571,0.0003408279,5.96
"NoisyVar",0.8965,0,0.0498706913,3.36423e-05,3.03
