"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.8985,0,0.0801481438,0.0001158181,2.59
"deconvolveR",0.9715,0,0.1120322754,0.0002193236,6.19
"NoisyVar",0.81,0,0.0656075752,4.28253e-05,2.79
