"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9365,0,0.0049066367,1.32306e-05,7.6
"deconvolveR",0.9775,0,0.0060481204,1.68195e-05,11.12
"NoisyVar",0.882,0,0.0041669968,2.7194e-06,85.8
