"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9465,0,0.0167050133,1.58469e-05,16.9
"deconvolveR",0.9975,0,0.0263100836,4.0128e-05,20.67
"NoisyVar",0.8845,0,0.0134383032,9.0098e-06,9.96
