"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.804,0,0.0034493305,4.7755e-06,24.05
"deconvolveR",0.791,0,0.0034155174,4.0199e-06,27.39
"NoisyVar",0.696,0,0.0027269988,1.6939e-06,85.2
