"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.8265,0,0.0065600337,3.50124e-05,2.74
"deconvolveR",0.925,0,0.0109027631,6.97791e-05,8.13
"NoisyVar",0.7995,0,0.0063842724,4.0225e-06,26.8
