"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.921,0,0.0891476665,0.0002434175,2.33
"deconvolveR",1,0.039,0.7659942409,0.0022765472,5.81
"NoisyVar",0.941,0,0.1986101843,0.0001403643,2.94
