"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.913,0,0.0044484907,3.9596e-06,56.67
"deconvolveR",0.8985,0,0.0043691252,5.8022e-06,59.82
"NoisyVar",0.806,0,0.0035026285,2.1452e-06,84.6
