"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.89,0,0.0042189338,1.09407e-05,7.74
"deconvolveR",0.905,0,0.0045478422,1.45617e-05,11.17
"NoisyVar",0.8095,0,0.003525052,2.1741e-06,85.8
