"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.82,0,0.0284804063,0.0001773945,2.24
"deconvolveR",0.9905,0,0.1102641958,0.0005167476,5.61
"NoisyVar",0.7515,0,0.0453211547,2.9134e-05,3.23
