"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.908,0,0.0139620126,1.98088e-05,3.8
"deconvolveR",0.8875,0,0.0138329522,2.50926e-05,7.31
"NoisyVar",0.8025,0,0.0110963349,6.8681e-06,10.12
