"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.908,0,0.0043345142,8.5498e-06,13.26
"deconvolveR",0.9075,0,0.0045340739,7.9584e-06,16.65
"NoisyVar",0.8075,0,0.0034970665,2.1453e-06,85.8
