"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.94,0,0.0047013667,1.48016e-05,5.77
"deconvolveR",0.975,0,0.006544088,2.10615e-05,9.67
"NoisyVar",0.8825,0,0.0041575818,2.7231e-06,85.8
