"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.8035,0,0.0633119462,6.10451e-05,24.4
"deconvolveR",0.971,0,0.1112392761,0.000162276,27.86
"NoisyVar",0.691,0,0.0511655015,3.31015e-05,2.66
