"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.951,0,0.0529862027,3.70782e-05,22.37
"deconvolveR",0.986,0,0.0701874873,9.31688e-05,26.03
"NoisyVar",0.8825,0,0.0419134558,2.80986e-05,3.15
