"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.6715,0,0.0029486551,2.4146e-05,3.45
"deconvolveR",0.902,0,0.0083409534,0.000104881,8.63
"NoisyVar",0.884,0,0.0041928934,2.7516e-06,85.8
