"method","CI coverage (mean): level=0.95","CI coverage2 (mean): level=0.95","CI width (mean): level=0.95","CI width (se): level=0.95","time"
"clean_bootstrap",0.9555,0,0.0053149147,3.5583e-06,119.02
"deconvolveR",0.9565,0,0.0054160426,3.5601e-06,122.55
"NoisyVar",0.883,0,0.0041602236,2.7288e-06,86.4
