"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.8985,0,0.0801481438,0.0001158181,2.62
"deconvolveR",1,0,0.2005042535,0.0003711117,6.05
"NoisyVar",0.8225,0,0.0708203654,4.72327e-05,2.73
