"method","CI coverage (mean): level=0.9","CI coverage2 (mean): level=0.9","CI width (mean): level=0.9","CI width (se): level=0.9","time"
"clean_bootstrap",0.9095,0,0.0137711822,2.64141e-05,3.13
"deconvolveR",0.9,0,0.0143242446,2.63455e-05,6.53
"NoisyVar",0.8035,0,0.0110725943,6.8322e-06,10.12
