"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.812,0,0.0034127317,6.8161e-06,13.11
"deconvolveR",0.784,0,0.0033784037,8.5561e-06,16.52
"NoisyVar",0.702,0,0.0027528604,1.6643e-06,85.8
