"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.813,0,0.052074116,0.0003199586,2.43
"deconvolveR",0.9985,0,0.3544819835,0.0015675385,5.64
"NoisyVar",0.77,0,0.1303232495,8.70246e-05,2.81
