"method","CI coverage (mean): level=0.8","CI coverage2 (mean): level=0.8","CI width (mean): level=0.8","CI width (se): level=0.8","time"
"clean_bootstrap",0.805,0,0.0635076798,4.47778e-05,30.98
"deconvolveR",1,0.998,1.3041593644,0.001507651,34.52
"NoisyVar",0.791,0,0.1303386455,8.63809e-05,2.8
